scenario,controller,seed,headway_cv,travel_s,wait_s,wait_direct
Ablation S (D+T+S),NC,13,0.43204453704687007,5180.083333333333,179.81268134090158,293.63945578231295
Ablation S (D+T+S),NC,14,0.3171744820502756,5096.75,163.49754887537242,224.22278911564626
Ablation S (D+T+S),NC,15,0.4058147108125544,5202.666666666667,167.2009895811741,320.47278911564626
Ablation S (D+T+S),NC,16,0.336753565118389,5169.666666666667,165.08213296605342,275.8792517006803
Ablation S (D+T+S),NC,17,0.33717027985329084,5232.0,166.5058275477302,265.1649659863946
Ablation S (D+T+S),NC,18,0.2824132898930826,5154.5,156.7234849784705,241.69897959183675
Ablation S (D+T+S),NC,19,0.3367996630723337,5189.833333333333,172.4868810994466,283.9183673469388
Ablation S (D+T+S),NC,20,0.4789477983259502,5169.166666666667,180.7398175181432,302.1700680272109
Ablation S (D+T+S),NC,21,0.33556828601491134,5238.5,162.29024648448205,298.69727891156464
Ablation S (D+T+S),NC,22,0.4651119658713753,5135.0,173.36388202235446,237.64285714285714
Ablation S (D+T+S),NC,23,0.33253389961875357,5199.666666666667,171.92239948500574,287.78061224489795
Ablation S (D+T+S),NC,24,0.3257229968189378,5059.0,166.5285810548453,255.1547619047619
Ablation S (D+T+S),NC,25,0.39887397123966634,5079.75,164.25977428637495,268.4591836734694
Ablation S (D+T+S),NC,26,0.31511127235101916,5161.666666666667,160.32387708701097,268.7108843537415
Ablation S (D+T+S),NC,27,0.3811830704324325,5154.5,172.24129554871413,264.0051020408163
Ablation S (D+T+S),NC,28,0.34613790044427134,5145.916666666667,163.2598004035316,307.1207482993197
Ablation S (D+T+S),NC,29,0.39878206878790295,5230.583333333333,178.73350179734425,325.4557823129252
Ablation S (D+T+S),FH,0,0.27607350676267833,5288.0,163.45874246423938,290.01190476190476
Ablation S (D+T+S),FH,1,0.3315904275765834,5331.583333333333,165.103092381493,318.0
Ablation S (D+T+S),FH,2,0.29786071486125626,5205.583333333333,171.3955615306263,340.8962585034014
Ablation S (D+T+S),FH,3,0.2491005567812198,5294.083333333333,164.2806987346781,320.8061224489796
Ablation S (D+T+S),FH,4,0.3263376333428362,5271.0,171.99098867442183,342.2891156462585
Ablation S (D+T+S),FH,5,0.36960607437336385,5296.833333333333,172.56467172286986,281.0051020408163
Ablation S (D+T+S),FH,6,0.25190075214367824,5205.25,163.46331350055345,326.5748299319728
Ablation S (D+T+S),FH,8,0.24996135718910678,5152.583333333333,161.45652934906306,251.40816326530611
Ablation S (D+T+S),FH,7,0.35014287988583626,5371.333333333333,174.9753761025051,385.3061224489796
Ablation S (D+T+S),FH,9,0.28936941097568947,5253.25,158.4192472754796,280.32312925170066
Ablation S (D+T+S),FH,10,0.24999570623901346,5214.25,158.6263944307468,291.9982993197279
Ablation S (D+T+S),FH,11,0.3221720309408243,5270.666666666667,166.29066476058435,319.6666666666667
Ablation S (D+T+S),FH,12,0.2876847973290395,5206.75,163.67688476527536,280.93367346938777
Ablation S (D+T+S),FH,13,0.34530686154474227,5341.25,174.727711536366,342.06632653061223
Ablation S (D+T+S),FH,14,0.3023802894358192,5259.25,159.68050222816498,244.31632653061226
Ablation S (D+T+S),FH,16,0.2839476641464878,5245.75,162.3346663512352,301.56802721088434
Ablation S (D+T+S),FH,15,0.3678389329493259,5367.166666666667,169.3083416948642,357.26190476190476
Ablation S (D+T+S),FH,17,0.2872678030293461,5386.75,163.38808828146702,301.9948979591837
Ablation S (D+T+S),FH,18,0.29098150286054514,5267.416666666667,162.86941629643775,290.86054421768705
Ablation S (D+T+S),FH,19,0.3589489762381873,5353.416666666667,175.33680990118248,327.6547619047619
Ablation S (D+T+S),FH,20,0.34263829430779214,5310.833333333333,159.56451630305685,326.5051020408163
Ablation S (D+T+S),FH,21,0.31868790693521465,5371.75,165.95188696858844,340.56972789115645
Ablation S (D+T+S),FH,22,0.3824681158159604,5335.25,171.65853846704604,299.5238095238095
Ablation S (D+T+S),FH,23,0.24258745520343722,5276.75,164.7708965174843,305.69557823129253
Ablation S (D+T+S),FH,24,0.25162857095571434,5200.833333333333,163.4944844952764,280.6003401360544
Ablation S (D+T+S),FH,25,0.28357211402372207,5211.25,159.42871285620015,282.38605442176873
Ablation S (D+T+S),FH,26,0.3159811814247388,5324.333333333333,165.72192728050376,299.8333333333333
Ablation S (D+T+S),FH,27,0.2847642038281706,5292.166666666667,166.07179491438885,303.17687074829934
Ablation S (D+T+S),FH,28,0.22444431631955455,5272.25,155.175361909067,254.72448979591837
Ablation S (D+T+S),FH,29,0.37595780390618494,5446.5,171.49677070070717,397.57142857142856
Ablation S (D+T+S),EH,0,0.4033477718162224,5319.25,173.54223813502657,337.32142857142856
Ablation S (D+T+S),EH,1,0.34959054489375935,5189.416666666667,169.27080953765193,262.1190476190476
Ablation S (D+T+S),EH,2,0.32484325280599075,5174.916666666667,169.04041995191065,343.25
Ablation S (D+T+S),EH,4,0.2275338688305284,5183.583333333333,166.29482566764585,295.5238095238095
Ablation S (D+T+S),EH,3,0.3257133060212957,5262.583333333333,170.09222608331018,296.0255102040816
Ablation S (D+T+S),EH,5,0.38540278508645265,5161.916666666667,174.88055222479264,267.0850340136054
Ablation S (D+T+S),EH,6,0.2902221397339662,5184.833333333333,165.06420378416112,332.76360544217687
Ablation S (D+T+S),EH,8,0.3046616823953151,5168.0,162.86923389716137,243.69387755102042
Ablation S (D+T+S),EH,7,0.33554639229012634,5308.0,174.51351091276803,337.1683673469388
Ablation S (D+T+S),EH,10,0.22261998284852877,5198.166666666667,156.82280101393965,294.1037414965986
Ablation S (D+T+S),EH,9,0.2819021005844119,5212.75,157.4491187582284,267.1853741496599
Ablation S (D+T+S),EH,11,0.35706734317158456,5194.166666666667,172.53530355146907,327.6479591836735
Ablation S (D+T+S),EH,12,0.21773831239177102,5137.916666666667,156.85266966609106,239.37244897959184
Ablation S (D+T+S),EH,14,0.23743185365220318,5129.5,157.2546554382175,252.18537414965985
Ablation S (D+T+S),EH,13,0.3839108068074875,5226.0,173.86792002980422,307.8758503401361
Ablation S (D+T+S),EH,15,0.3509921705567489,5253.916666666667,165.38764336022507,333.66156462585036
Ablation S (D+T+S),EH,16,0.3407494178417525,5201.833333333333,168.6687991216313,334.3486394557823
Ablation S (D+T+S),EH,17,0.23055455149378937,5280.5,161.2774437159535,277.5816326530612
Ablation S (D+T+S),EH,18,0.22816704044294436,5202.5,155.87962921776543,248.19727891156464
Ablation S (D+T+S),EH,20,0.35886488454166715,5215.416666666667,162.01988584776234,293.1479591836735
Ablation S (D+T+S),EH,19,0.30768270637933953,5272.25,165.805808691032,317.52721088435374
Ablation S (D+T+S),EH,22,0.4219135400679535,5239.5,175.34510201471946,259.3452380952381
Ablation S (D+T+S),EH,21,0.32650071064890696,5272.916666666667,164.47370495136303,317.7278911564626
Ablation S (D+T+S),EH,23,0.33442024479571514,5237.583333333333,172.68667233830726,290.84013605442175
Ablation S (D+T+S),EH,24,0.32242791711926716,5179.666666666667,168.8759942459008,268.1734693877551
Ablation S (D+T+S),EH,25,0.36093710791863587,5156.416666666667,162.80046197661545,264.88945578231295
Ablation S (D+T+S),EH,26,0.2847168602931577,5207.916666666667,156.83023150717176,271.32142857142856
Ablation S (D+T+S),EH,27,0.2851749761755722,5165.666666666667,164.27281265675649,279.1326530612245
Ablation S (D+T+S),EH,28,0.29012862040596055,5213.083333333333,156.69693537662604,310.9149659863946
Ablation S (D+T+S),EH,29,0.38067977373032286,5315.75,171.76960926343952,347.484693877551
Ablation W (D+T+W),NC,3,0.7282927207862957,5981.75,239.5483487789199,267.1880341880342
Ablation W (D+T+W),NC,1,1.0310074826677624,6154.25,372.137504668817,519.3461538461538
Ablation W (D+T+W),NC,4,1.0274353896820143,6113.666666666667,313.07595789474396,415.85042735042737
Ablation W (D+T+W),NC,2,1.0113996341803777,6413.583333333333,300.6374670182652,413.1474358974359
Ablation W (D+T+W),NC,0,1.103931653716505,6835.166666666667,327.75549198206096,762.758547008547
Ablation W (D+T+W),NC,5,0.7276131968791719,6318.666666666667,263.43277501576404,354.28632478632477
Ablation W (D+T+W),NC,7,1.425882077969967,6313.25,365.61831544403015,535.25
Ablation W (D+T+W),NC,8,0.9584269548165669,6382.583333333333,267.4388670416424,461.8568376068376
Ablation W (D+T+W),NC,9,0.7034529578614372,5970.083333333333,260.21548331928847,248.08333333333334
Ablation W (D+T+W),NC,6,1.0880738296957835,6613.916666666667,389.31997139494877,498.78418803418805
Ablation W (D+T+W),NC,10,1.0651271525835602,6362.666666666667,353.7120645433119,443.5
Ablation W (D+T+W),NC,11,1.0805930988873917,6660.75,317.7403965049085,512.9679487179487
Ablation W (D+T+W),NC,14,0.7939051429086791,5754.75,248.94808335292848,282.4123931623932
Ablation W (D+T+W),NC,12,0.7979693561156096,5797.333333333333,258.9224819535991,306.9337606837607
Ablation W (D+T+W),NC,13,0.773443125045278,6014.833333333333,283.09853377480005,241.20299145299145
Ablation W (D+T+W),NC,16,0.9504159793751082,6139.833333333333,295.695026409452,376.39957264957263
Ablation W (D+T+W),NC,15,1.095369494820309,6617.416666666667,300.07256946252926,459.64957264957263
Ablation W (D+T+W),NC,17,0.7657532708174988,6460.333333333333,240.72183848547672,418.9957264957265
Ablation W (D+T+W),NC,19,0.7962428616241904,5922.166666666667,326.9071876509039,342.3076923076923
